timestamp,event_count,unique_rules,avg_severity,max_severity,unique_ips,hour,is_night,zscore,anomaly_score,is_anomaly
2026-04-24 15:00:00,19,7,6.315789473684211,12.0,11,15,0,0.5006258379086023,1,False
2026-04-24 16:00:00,10,5,5.7,12.0,9,16,0,-0.015612737995793649,1,False
2026-04-24 17:00:00,10,8,4.0,7.0,10,17,0,-0.015612737995793649,1,False
2026-04-24 18:00:00,6,3,5.166666666666667,10.0,6,18,0,-0.24505210506441405,1,False
2026-04-24 19:00:00,6,6,5.333333333333333,7.0,6,19,0,-0.24505210506441405,1,False
2026-04-24 20:00:00,5,4,3.8,7.0,4,20,0,-0.30241194683156913,1,False
2026-04-24 21:00:00,3,3,3.0,3.0,3,21,0,-0.41713163036587936,1,False
2026-04-24 22:00:00,1,1,3.0,3.0,1,22,0,-0.5318513139001896,1,False
2026-04-24 23:00:00,1,1,10.0,10.0,1,23,1,-0.5318513139001896,-1,True
2026-04-25 00:00:00,7,5,4.428571428571429,7.0,6,0,1,-0.18769226329725894,1,False
2026-04-25 01:00:00,2,1,8.5,10.0,2,1,1,-0.47449147213303444,1,False
2026-04-25 02:00:00,0,0,0.0,0.0,0,2,1,-0.5892111556673446,-1,True
2026-04-25 03:00:00,1,1,3.0,3.0,1,3,1,-0.5318513139001896,1,False
2026-04-25 04:00:00,3,3,6.666666666666667,10.0,3,4,1,-0.41713163036587936,1,False
2026-04-25 05:00:00,4,3,4.5,7.0,4,5,1,-0.3597717885987242,1,False
2026-04-25 06:00:00,0,0,0.0,0.0,0,6,0,-0.5892111556673446,-1,True
2026-04-25 07:00:00,5,4,3.8,5.0,5,7,0,-0.30241194683156913,1,False
2026-04-25 08:00:00,8,5,5.375,12.0,8,8,0,-0.13033242153010385,1,False
2026-04-25 09:00:00,11,4,6.0,10.0,11,9,0,0.04174710377136145,1,False
2026-04-25 10:00:00,11,6,5.7272727272727275,12.0,9,10,0,0.04174710377136145,1,False
2026-04-25 11:00:00,13,7,5.153846153846154,10.0,11,11,0,0.15646678730567165,1,False
2026-04-25 12:00:00,13,7,5.3076923076923075,12.0,10,12,0,0.15646678730567165,1,False
2026-04-25 13:00:00,17,7,5.470588235294118,10.0,13,13,0,0.38590615437429204,1,False
2026-04-25 14:00:00,18,9,5.388888888888889,10.0,12,14,0,0.4432659961414471,1,False
2026-04-25 15:00:00,15,7,5.533333333333333,10.0,10,15,0,0.2711864708399818,1,False
2026-04-25 16:00:00,11,8,6.0,12.0,8,16,0,0.04174710377136145,1,False
2026-04-25 17:00:00,9,6,5.111111111111111,10.0,9,17,0,-0.07297257976294874,1,False
2026-04-25 18:00:00,14,10,5.428571428571429,12.0,12,18,0,0.21382662907282673,1,False
2026-04-25 19:00:00,2,2,4.0,5.0,2,19,0,-0.47449147213303444,1,False
2026-04-25 20:00:00,5,5,4.2,5.0,5,20,0,-0.30241194683156913,1,False
2026-04-25 21:00:00,6,5,4.333333333333333,5.0,6,21,0,-0.24505210506441405,1,False
2026-04-25 22:00:00,3,3,5.666666666666667,7.0,3,22,0,-0.41713163036587936,1,False
2026-04-25 23:00:00,5,3,5.2,10.0,5,23,1,-0.30241194683156913,1,False
2026-04-26 00:00:00,6,5,5.833333333333333,12.0,6,0,1,-0.24505210506441405,1,False
2026-04-26 01:00:00,2,2,6.0,7.0,2,1,1,-0.47449147213303444,1,False
2026-04-26 02:00:00,80,10,5.575,12.0,21,2,1,3.9995761857050636,-1,True
2026-04-26 03:00:00,121,10,5.1652892561983474,12.0,22,3,1,6.351329698158422,-1,True
2026-04-26 04:00:00,95,10,5.273684210526316,12.0,22,4,1,4.85997381221239,-1,True
2026-04-26 05:00:00,4,3,5.25,10.0,4,5,1,-0.3597717885987242,1,False
2026-04-26 06:00:00,3,2,5.666666666666667,7.0,3,6,0,-0.41713163036587936,1,False
2026-04-26 07:00:00,5,3,5.6,12.0,4,7,0,-0.30241194683156913,1,False
2026-04-26 08:00:00,13,7,5.923076923076923,10.0,9,8,0,0.15646678730567165,1,False
2026-04-26 09:00:00,13,7,4.153846153846154,10.0,9,9,0,0.15646678730567165,1,False
2026-04-26 10:00:00,13,10,4.846153846153846,12.0,8,10,0,0.15646678730567165,1,False
2026-04-26 11:00:00,19,9,5.421052631578948,12.0,12,11,0,0.5006258379086023,1,False
2026-04-26 12:00:00,18,9,7.0,12.0,13,12,0,0.4432659961414471,1,False
2026-04-26 13:00:00,15,8,4.933333333333334,10.0,12,13,0,0.2711864708399818,1,False
2026-04-26 14:00:00,11,5,6.7272727272727275,12.0,8,14,0,0.04174710377136145,1,False
2026-04-26 15:00:00,12,7,4.416666666666667,10.0,10,15,0,0.09910694553851655,1,False
2026-04-26 16:00:00,15,8,5.8,12.0,10,16,0,0.2711864708399818,1,False
2026-04-26 17:00:00,21,9,4.809523809523809,12.0,16,17,0,0.6153455214429124,1,False
2026-04-26 18:00:00,7,6,5.857142857142857,10.0,5,18,0,-0.18769226329725894,1,False
2026-04-26 19:00:00,2,2,7.0,7.0,2,19,0,-0.47449147213303444,1,False
2026-04-26 20:00:00,4,3,7.0,10.0,4,20,0,-0.3597717885987242,1,False
2026-04-26 21:00:00,8,6,5.0,7.0,7,21,0,-0.13033242153010385,1,False
2026-04-26 22:00:00,3,2,6.333333333333333,7.0,2,22,0,-0.41713163036587936,1,False
2026-04-26 23:00:00,9,5,5.333333333333333,12.0,8,23,1,-0.07297257976294874,1,False
2026-04-27 00:00:00,0,0,0.0,0.0,0,0,1,-0.5892111556673446,-1,True
2026-04-27 01:00:00,2,2,5.0,7.0,2,1,1,-0.47449147213303444,1,False
2026-04-27 02:00:00,1,1,10.0,10.0,1,2,1,-0.5318513139001896,-1,True
2026-04-27 03:00:00,4,4,6.25,10.0,4,3,1,-0.3597717885987242,1,False
2026-04-27 04:00:00,0,0,0.0,0.0,0,4,1,-0.5892111556673446,-1,True
2026-04-27 05:00:00,1,1,5.0,5.0,1,5,1,-0.5318513139001896,1,False
2026-04-27 06:00:00,0,0,0.0,0.0,0,6,0,-0.5892111556673446,-1,True
2026-04-27 07:00:00,3,3,4.333333333333333,5.0,3,7,0,-0.41713163036587936,1,False
2026-04-27 08:00:00,4,4,3.5,5.0,4,8,0,-0.3597717885987242,1,False
2026-04-27 09:00:00,9,6,4.777777777777778,7.0,8,9,0,-0.07297257976294874,1,False
2026-04-27 10:00:00,14,7,4.642857142857143,10.0,11,10,0,0.21382662907282673,1,False
2026-04-27 11:00:00,11,9,5.454545454545454,12.0,7,11,0,0.04174710377136145,1,False
2026-04-27 12:00:00,13,8,5.461538461538462,10.0,11,12,0,0.15646678730567165,1,False
2026-04-27 13:00:00,9,6,5.111111111111111,12.0,9,13,0,-0.07297257976294874,1,False
2026-04-27 14:00:00,67,10,4.955223880597015,12.0,21,14,0,3.253898242732047,-1,True
2026-04-27 15:00:00,127,10,5.31496062992126,12.0,22,15,0,6.695488748761353,-1,True
2026-04-27 16:00:00,74,10,5.486486486486487,12.0,22,16,0,3.655417135102133,-1,True
2026-04-27 17:00:00,15,8,5.333333333333333,10.0,11,17,0,0.2711864708399818,1,False
2026-04-27 18:00:00,11,6,4.545454545454546,10.0,7,18,0,0.04174710377136145,1,False
2026-04-27 19:00:00,7,5,5.142857142857143,10.0,6,19,0,-0.18769226329725894,1,False
2026-04-27 20:00:00,3,3,4.333333333333333,7.0,3,20,0,-0.41713163036587936,1,False
2026-04-27 21:00:00,3,3,9.666666666666666,12.0,3,21,0,-0.41713163036587936,1,False
2026-04-27 22:00:00,6,5,5.666666666666667,7.0,5,22,0,-0.24505210506441405,1,False
2026-04-27 23:00:00,2,2,5.0,5.0,2,23,1,-0.47449147213303444,1,False
2026-04-28 00:00:00,4,4,5.75,10.0,4,0,1,-0.3597717885987242,1,False
2026-04-28 01:00:00,2,2,3.0,3.0,2,1,1,-0.47449147213303444,1,False
2026-04-28 02:00:00,1,1,5.0,5.0,1,2,1,-0.5318513139001896,1,False
2026-04-28 03:00:00,4,3,6.75,12.0,4,3,1,-0.3597717885987242,1,False
2026-04-28 04:00:00,1,1,7.0,7.0,1,4,1,-0.5318513139001896,1,False
2026-04-28 05:00:00,2,2,5.0,7.0,2,5,1,-0.47449147213303444,1,False
2026-04-28 06:00:00,2,2,7.0,7.0,2,6,0,-0.47449147213303444,1,False
2026-04-28 07:00:00,4,3,4.5,5.0,4,7,0,-0.3597717885987242,1,False
2026-04-28 08:00:00,5,4,3.8,5.0,5,8,0,-0.30241194683156913,1,False
2026-04-28 09:00:00,9,4,4.555555555555555,7.0,7,9,0,-0.07297257976294874,1,False
2026-04-28 10:00:00,15,6,4.8,12.0,9,10,0,0.2711864708399818,1,False
2026-04-28 11:00:00,13,7,6.076923076923077,12.0,10,11,0,0.15646678730567165,1,False
2026-04-28 12:00:00,6,5,5.0,7.0,6,12,0,-0.24505210506441405,1,False
2026-04-28 13:00:00,6,5,5.0,7.0,6,13,0,-0.24505210506441405,1,False
2026-04-28 14:00:00,16,7,4.9375,12.0,13,14,0,0.32854631260713696,1,False
2026-04-28 15:00:00,12,7,4.75,10.0,11,15,0,0.09910694553851655,1,False
2026-04-28 16:00:00,17,10,4.823529411764706,12.0,12,16,0,0.38590615437429204,1,False
2026-04-28 17:00:00,13,8,5.384615384615385,10.0,9,17,0,0.15646678730567165,1,False
2026-04-28 18:00:00,14,9,5.857142857142857,10.0,11,18,0,0.21382662907282673,1,False
2026-04-28 19:00:00,6,5,6.166666666666667,12.0,5,19,0,-0.24505210506441405,1,False
2026-04-28 20:00:00,5,5,7.4,12.0,5,20,0,-0.30241194683156913,1,False
2026-04-28 21:00:00,4,3,6.25,12.0,4,21,0,-0.3597717885987242,1,False
2026-04-28 22:00:00,3,2,6.666666666666667,10.0,3,22,0,-0.41713163036587936,1,False
2026-04-28 23:00:00,4,4,5.25,10.0,3,23,1,-0.3597717885987242,1,False
2026-04-29 00:00:00,7,5,6.428571428571429,12.0,7,0,1,-0.18769226329725894,1,False
2026-04-29 01:00:00,4,4,7.0,12.0,4,1,1,-0.3597717885987242,1,False
2026-04-29 02:00:00,2,2,4.0,5.0,2,2,1,-0.47449147213303444,1,False
2026-04-29 03:00:00,3,2,7.333333333333333,10.0,3,3,1,-0.41713163036587936,1,False
2026-04-29 04:00:00,2,2,5.0,7.0,2,4,1,-0.47449147213303444,1,False
2026-04-29 05:00:00,1,1,5.0,5.0,1,5,1,-0.5318513139001896,1,False
2026-04-29 06:00:00,5,4,4.6,7.0,5,6,0,-0.30241194683156913,1,False
2026-04-29 07:00:00,6,5,4.333333333333333,5.0,5,7,0,-0.24505210506441405,1,False
2026-04-29 08:00:00,7,5,5.0,7.0,6,8,0,-0.18769226329725894,1,False
2026-04-29 09:00:00,7,4,3.857142857142857,7.0,6,9,0,-0.18769226329725894,1,False
2026-04-29 10:00:00,14,6,6.428571428571429,12.0,8,10,0,0.21382662907282673,1,False
2026-04-29 11:00:00,12,7,6.583333333333333,12.0,10,11,0,0.09910694553851655,1,False
